gene	mean	median	longest_isoform	merged
ARHGEF12	10072	10269	10326	10486
USP4	3184	3929	4070	4899
CCDC198	2774	3100	3208	3503
STRCP1	5415	5415	5415	5415
CATSPER2P1	1635	1635	1635	1635
HPCAL1	1735	1748	1942	2740
MAPK8IP1	3050	3050	3050	3050
VASH1	6449	6449	6449	6449
TUBG1	1608	1608	1608	1608
SERF2-C15ORF63	1776	1776	1776	1776
MIR1282	101	101	101	101
GBA2	3689	3689	3768	3768
LILRA4	1956	1956	1956	1956
H2AP	536	536	536	536
HYAL4	2410	2410	2410	2410
RAPGEFL1	3768	3612	4242	4523
KRT23	1757	1757	2209	2352
ETS2	3863	3863	4059	4101
TAF5L	3664	3664	4214	6191
SIAE	4239	4239	5441	5812
PIN4P1	2346	2346	2346	2346
SLC1A3	3383	3834	4032	4863
LOC729254	774	774	774	774
EIF3J-DT	1618	1618	1851	1851
AMOTL2	4892	4863	4991	5193
LOC100419583	2054	2054	2054	2054
NT5C1B-RDH14	2757	2757	2982	2988
NFE2	1716	1681	1812	2048
C11orf68	1558	1558	1560	1560
SORD2P	2613	2613	2729	2800
DUOX2	6353	6353	6361	6365
OR2B6	942	942	942	942
EIF3E	2022	2022	2022	2022
PCARE	7303	7303	7303	7303
LOC101928414	672	672	672	672
FABP7	1964	1576	3935	4314
YES1	4605	4605	4605	4605
ARHGEF5	5482	5482	5482	5482
HMGN2P46	1927	1927	1927	1927
SNORA41B	129	129	129	129
SCAF4	4232	4224	4269	4269
PDIK1L	4229	4270	4304	4560
DCK	2504	2504	2504	2504
LOC105370802	655	655	655	655
USP14	4919	4919	4972	4972
TXNRD3	2858	2858	2912	2912
LINC01491	439	439	439	439
KCNH6	3561	3691	3866	4044
ZFHX3	10094	13162	15815	17614
MYL6B	860	860	892	892
HSPG2	14342	14342	14344	14344
MPEG1	4418	4418	4418	4418
NDUFAF4P1	2328	2328	2328	2328
MIR4716	84	84	84	84
FMO1	2122	2144	2198	2351
FIP1L1	3275	3285	3515	3551
MIR5582	68	68	68	68
RFPL3	1351	1351	1488	1501
GABPB1-AS1	4133	4133	4133	4133
MIR4712	82	82	82	82
RNGTT	4742	4756	4825	4825
ASB10	1770	1793	1820	2275
NRSN1	2380	2380	2380	2380
OCSTAMP	2123	2123	2123	2123
MIR302CHG	349	352	396	499
HUS1	2823	3007	3065	3065
PWAR6	4616	4616	4616	4616
POLD4	1659	1690	1760	1760
DCAF13P3	2437	2437	2437	2437
MIR4713HG	561	561	561	561
TNFAIP8L3	2231	2231	2258	2477
PAX1	5342	5342	5352	5352
PCGF5	4695	7039	7149	8081
MIR4713	75	75	75	75
MIR7973-2	76	76	76	76
MIR7973-1	76	76	76	76
FAM234A	2785	2899	2906	3835
GLDN	4761	4761	4932	4984
RNMT	5187	5187	6236	6236
PFKFB2	5301	5301	7073	9144
FAM102A	4130	4130	4617	4792
AP3S1	1233	1233	1405	1632
LYSMD2	1139	1101	1277	1583
SMAD3	5929	5905	6462	6878
LOC100422556	455	455	455	455
H3-3A	2263	2263	2263	2263
TAF10	5313	5313	5313	5313
SSR4	771	765	946	1128
IRF1	2955	3381	3554	4275
CERNA1	1520	1520	1520	1520
TNKS2	6242	6242	6242	6242
LDHD	2037	2037	2072	2072
HYDIN	7760	3436	21046	21808
ALPP	2754	2754	2754	2754
FNTB	2711	2711	2711	2711
FAM214A	4304	4228	4465	4636
ONECUT1	3717	3717	4351	4640
SUPV3L1	2514	2525	2685	2733
LINC02490	601	601	601	601
SSU72	1284	1284	1284	1284
LINC00968	2520	2520	2520	2520
CENPX	767	738	896	896
LOC105370829	483	483	483	483
FAM189A1	4707	4707	4707	4707
SLX1B	996	996	1165	2340
TMED4	2185	2216	2516	3782
DNAAF4-CCPG1	4838	4838	4838	4838
MIR628	95	95	95	95
ZNF177	2358	2358	2447	2749
AKR1C4	1192	1192	1192	1192
ZDHHC3	9760	12627	12696	12880
ARMCX1	2117	2117	2117	2117
ARMCX3	3353	3348	3395	3467
CCR10	1773	1773	1773	1773
TIMMDC1	2379	2379	2379	2379
MBIP	1584	1603	1645	1648
THEG	1613	1613	1649	1649
IL23A	1037	1037	1037	1037
MYLK2	2799	2799	2799	2799
LINC02709	2311	2311	2311	2311
LINC02774	1800	1800	1800	1800
TARP	1027	1027	1027	1027
POLR3E	3626	3633	3690	3731
TMEM17	1653	1653	1653	1653
CBLN2	2747	2747	2747	2747
C17orf58	1451	1451	1523	1523
PRDX5	720	725	860	860
ZC3HC1	1860	1833	2018	2018
LOC145783	3017	3017	3017	3017
SV2B	12395	12559	12981	13427
RIT1	3318	3324	3390	3431
RASGRF2	8482	8482	8482	8482
TRPC5	5840	5840	5840	5840
CD302	3868	3868	3932	3979
MARCHF4	4903	4903	4903	4903
SNORD13D	91	91	91	91
LINC00926	2516	2516	2516	2516
LINC01413	986	986	986	986
PIGY	1356	1356	1356	1356
MYZAP	2356	2356	2398	2398
GCOM1	4954	4648	6097	6788
POLR2M	3975	3975	4114	4307
RIOK1	2503	2503	2509	2530
LOC283665	2536	2536	2536	2536
AVP	619	619	619	619
AQP2	4179	4179	4179	4179
LIPC-AS1	2220	2220	2220	2220
ALG1	3820	3820	3900	3956
HSP90AB4P	3135	3135	3135	3135
LOC101928725	1396	1396	1396	1396
PIK3CA	9259	9259	9259	9259
NUP188	5689	5689	5689	5689
CIZ1	2871	2859	3162	3340
MYEOV	2297	2298	2477	2477
MIR2116	80	80	80	80
CDC37	1618	1618	1618	1618
GABRQ	6470	6470	6470	6470
WDR77	2426	2450	2544	2544
PLPP2	1287	1278	1347	1466
KLF7	8030	7989	8364	8880
SPINT1	2952	2978	3026	3039
KLHDC8A	2968	2950	3256	3613
WDR26	7095	7095	7318	7370
NUDT5	3393	3441	3545	3545
MRGBP	2813	2813	2874	2874
RORA-AS1	1039	756	1949	2483
MYH6	5941	5941	5941	5941
NTS	1239	1239	1239	1239
DDR2	10198	10126	10503	10870
RORA-AS2	987	987	1025	1025
LINC02349	895	895	895	895
ERO1A	5139	5139	5139	5139
ELOB	779	779	974	974
UBE2T	895	895	912	912
OTX1	2983	2943	3178	3361
LRRC23	1484	1526	1698	1698
SCN8A	11496	11497	11559	11651
MAOA	5384	5384	5438	5438
LYZ	1490	1490	1490	1490
CFTR	6069	6069	6069	6069
LOC101928907	1808	1808	1808	1808
AQP11	1935	1935	2036	2153
LOC107984784	2342	2342	2342	2342
GOLGA2P11	2918	2918	2918	2918
MIR8067	77	77	77	77
MIR6085	110	110	110	110
MGC15885	2315	2315	2315	2315
CCDC14	3883	3947	4126	4126
MALSU1	2905	2905	2905	2905
KCTD12	6231	6231	6231	6231
CGAS	3201	3201	3201	3201
GPRASP2	3668	3575	3936	3975
GRIN3A	7838	7838	7838	7838
AGAP11	3560	3560	3560	3560
TPM1-AS	3209	3209	3209	3209
PRPF40B	3365	3333	3605	3888
APH1B	4104	4104	4138	4193
SF3B6	651	651	651	651
LINC02568	1204	1204	1204	1204
ZFP14	7492	7492	7494	7494
TSPAN2	3160	3137	3215	3215
USP3-AS1	1722	1722	1722	1722
TNFSF12	1496	1496	1616	1616
RXFP3	2533	2533	2533	2533
COA4	817	817	817	817
CEND1	1605	1605	1605	1605
SMYD2	1745	1745	1745	1745
FTMT	947	947	947	947
LOC101928988	1072	1072	1072	1072
LEMD2	2597	2544	2941	3109
ITIH1	2634	2628	2904	3243
SLC66A1L	1203	1109	1536	2776
DZIP3	5304	5304	5304	5304
RPL27A	4535	4535	4535	4535
CALM3	2175	2179	2215	2472
ZMIZ1	7614	7614	7614	7614
MIR1272	129	129	129	129
SLC35G4	1055	1055	1055	1055
PRAC2	535	535	560	640
OR51M1	1058	1058	1058	1058
JAK3	5436	5436	5436	5436
WSCD2	4877	4877	5081	5313
MAPK7	2896	2858	3150	3283
C3orf84	704	704	704	704
FUS	5106	5111	5119	5119
FGD5-AS1	3734	3772	3805	4379
SNORA24B	131	131	131	131
RNU5A-1	117	117	117	117
RNU5B-1	117	117	117	117
PSMG3	1102	1102	1426	1426
SYT16	13837	13667	14386	14840
MYCNOS	1002	860	1416	2152
WDR31	4829	4853	4871	4910
MIR215	110	110	110	110
MIR921	56	56	56	56
NSFL1C	3498	3521	3574	3574
ARHGAP18	4414	4414	4414	4414
NAE1	1813	1817	1911	1920
NPIPB9	1448	1448	1491	1491
LY6H	942	942	997	1120
MORF4L1	1900	1834	2172	2559
TP53INP2	4066	4063	4127	4187
EIF6	1020	1055	1259	1425
URAD	967	967	967	967
HMX3	2847	2847	2847	2847
SMARCC2	4910	4904	5090	5090
RNPS1	1895	1918	2107	2464
KIF2C	2804	2799	2966	3227
SNORD13E	104	104	104	104
MIR4511	87	87	87	87
IL18BP	1736	1566	2796	2907
OSCP1	1249	1455	1519	1695
MIR4311	100	100	100	100
E2F8	3565	3522	3706	3955
SOCS7	8258	8258	8258	8258
SLURP1	527	527	527	527
SCYL3	4699	4699	6308	6533
ANKHD1	3634	2139	8195	8453
MRPL3	1708	1708	1708	1708
SMIM10L2A	5230	5230	5230	5230
SCARNA14	137	137	137	137
STMN4	2284	2280	2375	2375
MIR4512	77	77	77	77
SNORD18C	67	67	67	67
SNORD18B	70	70	70	70
SNORD16	100	100	100	100
SNORD18A	70	70	70	70
ANAPC16	3207	3165	3569	3663
NCOA6	6727	7083	9290	9491
ZWILCH	3504	3569	3690	3933
SLC35E2A	4226	4226	6294	7297
KRT77	3366	3366	3366	3366
LINC01169	837	837	837	837
LINC02206	716	716	716	716
LOC102723493	1830	1830	1830	1830
SRGAP2	5353	5971	5974	7845
CT47A4	1293	1293	1293	12930
HMMR	2946	2990	3016	3016
FNBP4	4038	4038	4041	4041
ANGEL1	3968	3968	5446	5446
IQCH-AS1	2651	793	5960	6682
LOC101929076	1988	1988	1988	1988
CHRM5	5636	5636	5802	5802
CALML4	4494	4494	4635	4635
ZNF512B	5982	5982	5982	5982
RPE	3237	3215	3351	3505
DHRS9	1673	1676	1875	2244
MIR4312	76	76	76	76
ANP32A-IT1	3281	3281	3281	3281
STK39	3272	3272	3272	3272
EWSAT1	2526	2526	2526	2526
FAM216B	3288	3288	3303	3309
PAQR5	5424	5424	5476	5764
LOC145694	1792	1778	1877	2777
DDX5	3747	3726	3875	4206
GGCT	1051	1034	1178	1326
SMIM41	1430	1430	1430	1430
SMIM38	2766	2766	3175	5353
DRAIC	1705	1705	1705	1705
PCAT29	578	578	694	864
LINC00593	1330	1330	1330	1330
TXNIP	2751	2751	2899	3167
TEPSIN	2353	2353	2455	2455
PTBP1	3173	3185	3206	3206
AP1AR	5880	5911	5915	5915
LINC02205	239	239	239	239
LINC02204	3206	3206	3206	3206
SALRNA3	1021	1021	1021	1021
SALRNA2	2066	2066	2066	2066
ZNF595	2841	2838	3007	3007
LRRC49	3027	3013	3087	3747
ZNF217	5635	5635	5635	5635
WNT6	1719	1719	1719	1719
THSD4-AS1	716	714	815	835
THSD4-AS2	2139	2139	2139	2139
TOMM40	1717	1710	1768	1802
RCC2	3980	3980	4040	4054
DNAJC2	2320	2299	2444	2444
CWC27	2173	2065	2934	5314
AREL1	5417	5417	5417	5417
CPE	2582	2582	2582	2582
RASEF	5585	5585	5585	5585
EIF5A2	5534	5534	5534	5534
KDM3B	6724	6724	6724	6724
NSRP1	2463	2463	2506	2515
ENKD1	1478	1478	1565	1565
KCNMB2	2474	2479	2543	2755
VDAC1	1865	1877	1880	1961
CD59	7671	7671	7785	8080
FAM160A2	3385	3385	3406	3406
ZNF496	4047	4047	5315	6641
C1QTNF3	3867	3773	4276	4667
CCDC191	3873	3869	3958	4226
TFAP2A	3542	3652	3831	4608
VAPB	7645	7643	7828	7828
CELF6	3102	3081	3373	3548
ZNF594	4863	4863	4863	4863
PPY	485	485	502	558
POFUT2	2789	2964	4815	4833
HEXA-AS1	2676	2676	2676	2676
KIF17	4002	3961	4088	4088
TMEM202-AS1	752	752	752	752
WWOX	1318	872	2241	2672
LINC02259	571	571	630	630
RNF222	3070	3070	3070	3070
SMPD4BP	3788	3788	3788	3788
TMBIM1	2444	2469	2945	3289
TLE7	1789	1789	1789	1789
SENP5	6206	6206	6243	6307
FNTA	1636	1636	1664	1694
CKAP2L	4449	4663	4722	4722
CEBPZOS	2241	3148	3331	3925
C2orf76	950	1034	1237	1282
NPTN-IT1	2606	2606	2606	2606
CNTD1	3143	3143	3252	3252
INSYN1	5654	5654	5713	5974
INSYN1-AS1	613	613	684	785
RRP1B	5078	5078	5078	5078
FAM83A	2796	2660	4625	5986
PELI2	5871	5871	5871	5871
BTBD6	1996	1996	1996	1996
OGN	3552	3444	3807	3810
TMPRSS11E	2122	2122	2122	2122
CDH15	2866	2866	2866	2866
ASTE1	2688	2718	2778	2853
GREM1	9286	9293	14636	14794
GLT1D1	2909	2927	3069	3069
LOC283731	2425	2425	2566	2566
TAC1	1011	1011	1061	1061
SAV1	3094	3094	3094	3094
SLC5A7	5098	5146	5166	5166
EBLN2	1662	1662	1662	1662
LOC115308161	1345	1345	1345	1345
ZNF341	3441	3432	3558	3579
ODAM	1288	1288	1288	1288
PPIAP46	490	490	490	490
LINC02255	2196	2196	2196	2196
TRAFD1	2906	2906	3179	3179
MIR6881	76	76	76	76
SHCBP1	5107	5118	5252	5252
MS4A2	3580	3580	3648	3648
FANCC	3945	4534	4592	5838
UBL7-AS1	1442	1323	1684	1684
DRC3	2117	2129	2193	2692
ATG12	4105	4156	4273	4273
C6orf52	541	536	686	891
MBP	2716	2218	4844	6855
MIR6882	66	66	66	66
MIR154	84	84	84	84
ZCCHC18	2101	2101	2940	2940
MIR150	84	84	84	84
NQO1	2413	2413	2521	2521
IL2RB	4048	4041	4070	4198
BAD	1076	1076	1224	1224
ZCCHC3	2753	2753	2753	2753
JAKMIP3	6419	6393	6790	6796
MIR631	75	75	75	75
SLC37A3	3247	3178	3848	3868
ARMC6	2407	2407	2461	2461
ASXL1	4929	6667	7052	7708
ZDHHC17	4686	4686	4778	4778
CCDC181	2014	1917	2212	2402
DNM1P35	3567	3567	3567	3567
MIR4313	101	101	101	101
TRMT44	2849	2849	2874	2874
MGAT4FP	1873	1873	1873	1873
SBF2-AS1	2708	2708	2708	2708
LOC101929439	2354	2354	2354	2354
TYRO3P	864	864	864	864
SCAPER	5105	5140	5229	6011
TMEM114	455	506	644	1125
ZNF536	6437	6908	6961	8156
TGFBRAP1	5117	5625	5680	6685
GDF3	1236	1236	1236	1236
HERPUD1	2799	2850	2853	2853
MYCBP2	15077	15077	15077	15077
AP2B1	5677	5677	5698	5698
MIR3713	45	45	45	45
MAVS	11628	11596	11731	11771
EFCAB7	2178	2178	2178	2178
MAP3K21	5853	5853	5853	5853
MICOS13	884	904	1100	1100
ANKFN1	7013	9300	9314	9504
CD8A	2816	2856	3054	3673
MED20	2406	2402	2604	2739
LINC00597	1501	1501	1501	1501
LOC101929457	3759	3759	3759	3759
LINGO1-AS1	1719	1719	1719	1719
LINGO1-AS2	655	655	664	664
LOC645752	3117	3117	3117	3117
LOC91450	993	993	993	993
MAGEA9B	1814	1814	1814	3628
BSCL2	1820	2006	2102	2598
SDHAF3	952	952	952	952
KLRG1	1746	1777	2022	2201
RALB	2248	2248	2250	2250
RAF1	3153	3164	3297	3740
LIN28B	5446	5446	5446	5446
RTP2	1346	1346	1346	1346
FIGLA	722	722	722	722
TMEM220	2780	2921	3089	4516
PDCD6IP	4468	5884	5962	6646
ZNF85	2016	2204	2421	3612
KAT5	1952	1952	2080	2080
NGLY1	2502	2531	2535	2860
LOC646938	481	481	481	481
ADI1	3292	3292	4404	5121
GPR135	4622	4622	4622	4622
LOC100129540	1900	1900	1900	1900
ANKRD34C-AS1	693	693	693	693
TMED3	1949	1590	3092	6451
C5AR2	4899	6620	6720	6921
MCM7	2661	2542	2976	3110
ST20-AS1	2084	2084	2084	2084
LINC00927	2915	2915	2915	2915
LOC101929586	2519	2519	2519	2519
MIR5572	137	137	137	137
PTPRN2	4827	4809	4949	5215
MIR4514	57	57	57	57
TCEAL4	1402	1355	1729	2118
GPR4	3051	3051	3051	3051
GPR3	2136	2136	2136	2136
SMPDL3B	1811	1866	1937	2380
SRPX2	6645	6645	6645	6645
P3H3	2630	2630	2630	2630
SNX16	3166	3153	3456	3456
LINC01583	2567	2567	2567	2567
HNF4A	4501	4743	6587	7346
GATAD1	4340	4340	4571	4571
PNLIPRP2	1481	1481	1481	1481
BLM	5210	5295	5406	5516
ADAMTS7P1	4983	4983	4983	9966
UBE2Q2P2	1527	1527	1527	3054
GOLGA2P10	3135	3100	3345	10298
LOC727751	3004	3004	3153	9716
EBLN3P	4375	4375	4375	4375
GLIS3	7175	7175	7684	7801
LOC102724034	575	575	575	1150
CPT2	2664	2664	2699	2699
PAXBP1	3536	3892	4012	4296
TOPORS	4054	4054	4131	4173
CA9	1544	1544	1544	1544
IL36B	1120	1120	1188	1871
ASDURF	680	680	703	703
CPEB1-AS1	2138	2138	2138	2138
LOC338963	1362	1362	1362	1362
ACTG1P17	1652	1652	1652	1652
SNHG21	698	694	800	1053
SCARNA15	127	127	127	127
EFEMP1	2687	2687	2708	2708
RPS4Y1	1188	1188	1188	1188
AKTIP	2458	2482	2508	2511
BATF2	2030	2066	2072	2270
NEB	24830	26202	26296	26307
MIR4515	81	81	81	81
CHSY1	4662	4662	4662	4662
TMEM45A	1640	1640	1714	1714
CST3	2044	2044	3296	3553
RIOK3	3565	3574	3596	3596
OR1E3	865	865	865	865
MTRNR2L9	501	501	501	501
UGDH	2913	2868	3037	3037
DNAAF3	2245	2272	2318	2381
EIF4A3	2523	2523	2523	2523
ISY1	3645	3645	3678	3678
MFSD6	4391	4725	4849	5421
FBXL6	1736	1736	1745	1745
EFL1P1	1167	1167	1167	1167
DNM1P41	4442	4442	4446	8884
FOLR2	1103	1103	1112	1112
LOC440300	7750	7750	7750	7750
GOLGA2P7	3356	3356	3356	3356
LOC103171574	1311	1311	1311	1311
UBE2Q2P1	2150	2150	2150	2150
LINC00933	2684	2684	2689	2775
SCAND2P	4230	4230	4509	4509
ZNF805	10105	10105	10169	10169
ADAM2	2527	2552	2609	2609
ZMAT4	2355	2355	2469	2469
NQO2	1307	1185	1787	1997
POLQ	8756	8756	8756	8756
DCTN1-AS1	2724	2361	3948	5979
MIR7706	67	67	67	67
HNRNPR	7600	7594	7760	7760
LOC101929679	993	993	993	993
MIR1276	83	83	83	83
MIR548AP	96	96	96	96
ZNF420	3084	3607	3933	7057
CCDC155	2343	2343	2343	2343
LINC01584	852	852	852	852
AGBL1-AS1	904	904	904	904
LOC105370954	351	351	351	351
LOC102724452	499	499	499	499
LINC00052	1786	1786	1786	1786
HNMT	1431	672	3132	3930
CTBP1	2390	2390	2488	2488
RILPL2	1725	1725	1801	1801
SPX	2217	2250	2280	2799
POGLUT2	2100	2100	2172	2172
NTRK3-AS1	2663	2663	2663	2663
AHSG	1553	1572	1577	1577
KLHL10	2040	2012	2158	2281
MRAP	835	882	998	1231
MTDH	7614	7596	7752	7752
VAT1L	3791	3791	3791	3791
ACTL6B	1526	1526	1535	1535
MPP7	5205	5206	5271	5733
LINC01586	1830	1830	1835	2082
DYNLRB2	793	689	1169	1380
MIR3529	78	78	78	78
FOXN2	5643	5544	6601	7178
C2CD6	3208	2683	5702	7403
RNF151	804	804	821	918
TUBA4A	2274	2274	2499	2563
UNC13C	11052	11052	13708	13714
RAB11B	1589	1589	1589	1589
ABCF2	4527	4527	4527	4527
PI4K2B	3601	3601	3609	3609
VPS51	2662	2662	2663	2663
MIR6766	72	72	72	72
MIR9-3HG	4292	4155	4778	5237
HOXA11-AS	1549	1549	1549	1549
LINC00928	1589	1412	2352	2388
FRMD4A	5554	6648	6898	8811
OSBPL7	3664	3664	3664	3664
EMX2	2653	2653	2711	2896
MIR5094	85	85	85	85
MIR5009	100	100	100	100
SLCO4C1	5067	5067	5067	5067
MIR3174	87	87	87	87
ZNF710-AS1	1171	1171	1171	1171
EIF3G	1103	1103	1103	1103
EIF3H	3960	3960	3960	3960
IDH2-DT	496	496	496	496
SLC16A1	4065	4065	4378	4511
TCL1A	1418	1345	1569	1569
KATNBL1	2740	2740	2740	2740
ELMO3	2486	2486	2486	2486
CWF19L2	3280	3280	3280	3280
TTLL13P	1801	1801	1801	1801
ADGRV1	19515	19515	19557	19557
GABARAPL3	1887	1887	1887	1887
KLC4	2294	2468	2758	3162
HLA-B	1536	1536	1536	1536
CRTC3-AS1	654	654	654	654
LINC01585	1282	1282	1282	1282
SNF8	2059	2044	2134	2173
MAD1L1	2384	2604	2732	3355
RECK	2727	1832	4548	5657
ZNF280B	3812	4402	5284	5284
NOP16	880	878	1129	1430
CARD19	1239	868	2406	2406
FAM214B	2898	2998	3124	3316
MIR6809	116	116	116	116
LINC01672	389	389	399	485
RAB23	4422	4378	4829	4979
RBSN	4705	6522	6678	6989
IRF2BPL	4166	4166	4166	4166
PRC1-AS1	1528	1528	1528	1528
CHD8	7957	7957	8467	8549
VPS33B-DT	1620	1620	1620	1620
ALDOA	2468	2445	3433	3939
CRAT37	2138	2138	2138	2138
PCBP2	3117	3156	3171	3171
LOC104613533	479	479	479	479
LINC00930	1762	1762	1762	1762
ASB9P1	1625	1625	1625	1625
LINC01578	1625	1593	1787	2035
MIR3175	77	77	77	77
LINC02207	778	778	778	778
LINC01580	666	666	771	1136
LINC01581	3173	3173	3173	3173
NPR3	6698	6373	7456	7670
KLRC3	934	934	1025	1145
LOC440311	1702	1702	1702	1702
LINC00924	2640	2640	2684	2684
NR2F2-AS1	769	655	1149	1836
MIR1469	47	47	47	47
SPATA8-AS1	444	444	496	656
LINC02254	1726	1726	1726	1726
LOC101927310	1397	1397	1397	1397
LINC00923	1431	1431	1517	1517
SHC1	3227	3062	3481	3610
LINC02251	2031	2119	2245	2245
LINC01582	747	747	747	747
LINC02351	1298	1298	1322	1512
NPIPB8	1299	1299	1299	1299
MIR4714	77	77	77	77
PGPEP1L	1310	1310	1481	1574
LUNAR1	480	480	480	480
SS18L1	4264	4332	4654	4928
KLHL25	3648	3648	3648	3648
GALNT17	3909	3909	3909	3909
MAP4K3	4303	4303	4335	4335
HSP90B2P	2752	2752	2752	2752
PDK2	2383	2594	3364	4177
ZNF587	6881	6881	6883	6883
MAGEA10-MAGEA5	1872	1872	1872	1872
MIER3	5211	5207	5222	5222
BRSK1	3250	3250	3250	3250
SYVN1	3036	3036	3038	3038
ZNF747	3487	3487	3559	3559
OVCH1	7987	7987	7987	7987
AMOT	6924	6924	6945	7776
STMN2	1944	1944	1985	1985
DNM1P46	3831	3831	3831	3831
LOC400464	557	557	557	557
SPATA41	2360	2360	3156	3156
CERS3-AS1	532	532	532	532
ATP5F1C	1123	1135	1137	1172
PRKXP1	11532	11532	11532	11532
LOC102723335	455	455	455	455
IFNL1	775	775	775	775
DCAF11	3972	3854	4304	4472
ZNF620	2779	2535	3277	3339
NADK	3246	3207	3615	4207
LOC101927751	3878	4173	4204	7897
USP13	8038	8038	8038	8038
WAKMAR2	1964	1964	1964	1964
IRX2	2862	2862	3079	3399
MAMLD1	4503	4532	4607	4821
SRP14	1149	1149	1180	1180
SRP9	1558	1558	1620	1620
SRM	1260	1260	1260	1260
CMA1	861	861	937	937
LOC100507472	2054	2054	2054	2054
PCSK6-AS1	642	642	642	642
SH2D3A	2279	2279	2279	2279
IL16	9155	9616	9823	10358
LINC02348	3880	3880	3880	3880
ANGPTL2	3443	3443	3443	3443
OR4F13P	2054	2054	2054	2054
FAM138E	1130	1130	1130	1130
EEF1AKMT2	3515	3599	3603	3603
DDX11L9	1570	1570	1652	1670
DDX11L10	1652	1652	1652	1652
WASIR2	1037	1037	1037	1037
OR12D2	1033	1033	1033	1033
RAB1A	2431	2431	2448	2643
RTL8A	957	957	1259	1259
AP3M2	3582	3582	3670	3670
ZNF479	1987	1987	2067	2165
SNRPF	1365	1365	1365	1365
RAB6A	3132	3170	3326	3478
NAA25	5771	5771	5771	5771
SF3A3	2689	2689	2769	2769
LOC100134368	1571	1571	1571	1571
FKBP9	3248	3424	3622	3732
LINC00235	561	561	561	561
MIR5587	53	53	53	53
MIR3176	90	90	90	90
EHD1	4170	4453	4723	4877
C2orf83	2039	2039	2087	2087
LANCL1	4537	4513	4592	4610
BAG4	4143	4143	4197	4197
LOC100287175	471	471	471	471
ITGA2	7787	7787	7884	7884
MECOM-AS1	535	535	535	535
LOC105371038	517	517	517	517
XPOT	6370	6370	6370	6370
OR5C1	963	963	963	963
DEFB130A	240	240	240	480
MACO1	3617	3617	3938	3977
PRDM5	5258	5256	5349	5349
FURIN	4261	4247	4345	4536
SP7	3102	3122	3189	3340
PLEKHJ1	1172	1172	1218	1879
C1orf162	858	840	915	915
RNF19B	2694	2680	2727	2730
FOSL1	1549	1549	1702	1838
YIF1A	1019	1019	1097	1097
DDX46	5664	5671	5674	5791
ARHGDIB	1209	1231	1360	1807
MIR100HG	3060	3108	3454	7713
LINC02825	1233	1233	1233	1233
KRTAP3-2	714	714	714	714
FBXL22	2096	2471	2539	4584
MAPK11	1959	1959	2418	2418
NUP35	1635	1642	1760	2006
SERHL2	1624	1668	2016	2051
RABL6	2640	3104	3107	3864
B3GAT3	1673	1691	1893	2132
KLHL28	6770	6770	7019	7121
BCL2	3849	3849	6492	6620
LMF1-AS1	1399	1399	1477	1477
IL1F10	1185	1185	1358	1405
BPIFB6	1362	1362	1362	1362
GNPDA2	2137	2211	2235	2377
GFAP	3513	3389	5501	7941
ATP1A2	5428	5428	5428	5428
LINC02714	3336	3336	3336	3336
RPSAP58	2906	3698	4036	5194
SPANXN2	543	543	543	543
SREK1	6728	6706	6935	7173
NCOA2	8376	8394	8513	8815
LOC105371046	485	485	485	485
ZNF165	2041	2252	2513	2563
CCDC166	1320	1320	1320	1320
AP4M1	2660	2660	3576	3597
IGFALS	2105	2086	2172	2270
MARCOL	1253	1253	1253	1253
LINC00254	662	662	662	662
LINC02124	483	483	483	483
CUL4A	4947	5755	6073	7001
AACS	3147	3133	3256	3256
SNORA10	133	133	133	133
SNORA64	134	134	134	134
SNORA78	127	127	127	127
RBM10	3310	3394	3433	3433
MRPS18C	1141	1030	1547	1673
GPA33	2548	2548	2548	2548
UNKL	3650	3943	5250	6207
GRB7	2185	2191	2252	2672
CCER2	1057	1057	1057	1057
HSPBP1	1715	1713	1799	1955
CTSH	2161	2161	2178	2869
CTBS	6571	6571	6571	6571
NUDT1	754	752	845	1318
SULT6B1	1074	1074	1091	1214
REN	1462	1462	1462	1462
DANCR	1067	1099	1189	1785
DGKE	8608	8608	8608	8608
LTBP2	8460	8460	8460	8460
MIR6511B1	85	85	85	170
MIR6511B2	71	71	71	142
MIR3180-5	153	153	153	153
RAB26	1677	1677	1684	1851
SNORD60	83	83	83	83
THY1	4671	4502	5394	5642
SLC16A2	4128	4128	4128	4128
PALB2	4008	4008	4008	4008
DPH6	2860	2860	3623	5385
WRAP73	1692	1692	1692	1692
CD93	6681	6681	6681	6681
COMMD3	925	925	925	925
AKR7A3	1215	1215	1215	1215
LARS2	4748	4748	4781	4781
LOC106660606	483	483	483	483
MIR4717	72	72	72	72
ABCA17P	4188	4188	4188	4188
MIR6767	66	66	66	66
MIR6768	72	72	72	72
LOC729652	3264	3264	3264	3264
MIR3178	84	84	84	84
SP3	8020	6359	11351	12041
TXK	2908	2908	2908	2908
LOC652276	2714	2714	2714	2714
FLJ42627	7148	7148	7148	7148
ERVK13-1	8336	8336	8336	8336
DIO3	2102	2102	2102	2102
SRRM2-AS1	1108	1108	1371	1645
TWIST2	1015	1015	1128	1381
BSND	9761	9761	9761	9761
SNORA3C	125	125	125	125
PRSS30P	2963	2963	2963	2963
APOD	862	862	862	862
OR2T12	963	963	963	963
OR4C16	933	933	933	933
WNT8B	2144	2144	2144	2144
PPEF1	2782	2788	2872	2872
